"phase2a1_record_id","query_id","search_date","search_source","title","authors","year","doi_or_identifier","source_native_id","duplicate_group","screening_state","exclusion_reason","evidence_depth","full_text_access_status","evidence_location","proposed_corpus_record","raw_snapshot","notes"
"A1DEF-0038","PHASE2A1-SEARCH-0023","2026-07-31","Crossref","A limit theorem of symmetric statistics for non-identically distributed independent random elements","Mustafid","1990","10.32917/hmj/1206454447","https://doi.org/10.32917/hmj/1206454447","A1DEF-DUP-0038","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0023_crossref.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0039","PHASE2A1-SEARCH-0023","2026-07-31","Crossref","Large Deviations for the Supremum of Partial Sums of Non-Independent and Non-Identically Distributed Random Variables","Xia Wang; Xiaoya Liu","2026","10.3390/math14081322","https://doi.org/10.3390/math14081322","A1DEF-DUP-0039","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0023_crossref.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0040","PHASE2A1-SEARCH-0023","2026-07-31","Crossref","Test Based on Independent, but Non‐identically Distributed Random Variables","Jürg Hüsler","1987","10.1002/bimj.4710290408","https://doi.org/10.1002/bimj.4710290408","A1DEF-DUP-0040","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0023_crossref.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0041","PHASE2A1-SEARCH-0023","2026-07-31","Crossref","On Supervised Classification of Feature Vectors with Independent and Non-Identically Distributed Elements","Farzad Shahrivari; Nikola Zlatanov","2021","10.3390/e23081045","https://doi.org/10.3390/e23081045","A1DEF-DUP-0041","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0023_crossref.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0042","PHASE2A1-SEARCH-0023","2026-07-31","Crossref","APPLICATIONS OF INDEPENDENT AND IDENTICALLY DISTRIBUTED (IID) RANDOM PROCESSES IN POLARIMETRY AND CLIMATOLOGY","Dan Kestner","","10.37099/mtu.dc.etdr/1700","https://doi.org/10.37099/mtu.dc.etdr/1700","A1DEF-DUP-0042","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0023_crossref.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0043","PHASE2A1-SEARCH-0023","2026-07-31","Crossref","Structure learning with independent non-identically distributed data","Robert E. Tillman","2009","10.1145/1553374.1553507","https://doi.org/10.1145/1553374.1553507","A1DEF-DUP-0043","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0023_crossref.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0044","PHASE2A1-SEARCH-0023","2026-07-31","Crossref","Independent Identically Distributed (IID) Random Variables","Konrad Jacobs","1992","10.1007/978-3-0348-8645-1_4","https://doi.org/10.1007/978-3-0348-8645-1_4","A1DEF-DUP-0044","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0023_crossref.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0045","PHASE2A1-SEARCH-0023","2026-07-31","Crossref","A Hölderian FCLT for some multiparameter summation process of independent non-identically distributed random variables","Vaidotas Zemlys","2008","10.1214/ejp.v13-590","https://doi.org/10.1214/ejp.v13-590","A1DEF-DUP-0045","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0023_crossref.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0046","PHASE2A1-SEARCH-0024","2026-07-31","OpenAlex","Multiple Hypothesis Testing in Microarray Experiments","Sandrine Dudoit; Juliet Popper Shaffer; Jennifer C. Boldrick","2003","10.1214/ss/1056397487","https://openalex.org/W1965138864","A1DEF-DUP-0046","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0024_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0047","PHASE2A1-SEARCH-0024","2026-07-31","OpenAlex","Probing Interactions in Fixed and Multilevel Regression: Inferential and Graphical Techniques","Daniel J. Bauer; Patrick J. Curran","2005","10.1207/s15327906mbr4003_5","https://openalex.org/W2003258289","A1DEF-DUP-0047","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0024_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0048","PHASE2A1-SEARCH-0024","2026-07-31","OpenAlex","Model Selection and Model Averaging in Phylogenetics: Advantages of Akaike Information Criterion and Bayesian Approaches Over Likelihood Ratio Tests","David Posada; Thomas R. Buckley","2004","10.1080/10635150490522304","https://openalex.org/W2101846955","A1DEF-DUP-0018","DUPLICATE","Duplicate occurrence of a record already dispositioned in this prospective ledger.","LEVEL_3_DISCOVERY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0024_openalex.json","Duplicate search occurrence; retained evidence is attached to the first occurrence."
"A1DEF-0049","PHASE2A1-SEARCH-0024","2026-07-31","OpenAlex","Consistent Partial Least Squares Path Modeling1","Theo K. Dijkstra; Jörg Henseler","2015","10.25300/misq/2015/39.2.02","https://openalex.org/W2138071797","A1DEF-DUP-0048","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0024_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0050","PHASE2A1-SEARCH-0024","2026-07-31","OpenAlex","Empirical Tests of the Pollution Haven Hypothesis When Environmental Regulation is Endogenous","Daniel L. Millimet; Jayjit Roy","2015","10.1002/jae.2451","https://openalex.org/W2169853710","A1DEF-DUP-0049","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0024_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0051","PHASE2A1-SEARCH-0024","2026-07-31","OpenAlex","The Composite Nambu-Goldstone Higgs","Giuliano Panico; Andrea Wulzer","2015","10.1007/978-3-319-22617-0","https://openalex.org/W2133687881","A1DEF-DUP-0050","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0024_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0052","PHASE2A1-SEARCH-0024","2026-07-31","OpenAlex","Panel cointegration tests of the Fisher effect","Joakim Westerlund","2007","10.1002/jae.967","https://openalex.org/W2025507654","A1DEF-DUP-0021","DUPLICATE","Duplicate occurrence of a record already dispositioned in this prospective ledger.","LEVEL_3_DISCOVERY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0024_openalex.json","Duplicate search occurrence; retained evidence is attached to the first occurrence."
"A1DEF-0053","PHASE2A1-SEARCH-0024","2026-07-31","OpenAlex","Testing general relativity with present and future astrophysical observations","Emanuele Berti; Enrico Barausse; Vítor Cardoso; Leonardo Gualtieri; Paolo Pani; Ulrich Sperhake; Leo C. Stein; Norbert Wex; Kent Yagi; Tessa Baker; C. P. Burgess; Flávio S. Coelho; Daniela D. Doneva; Antonio De Felice; Pedro G. Ferreira; P. C. C. Freire; James Healy; Carlos Herdeiro; Michael Horbatsch; Burkhard Kleihaus; Antoine Klein; Kostas D. Kokkotas; Jutta Kunz; Pablo Laguna; R. N. Lang; Tjonnie G. F. Li; T. B. Littenberg; A. Matas; Saeed Mirshekari; H. Okawa; Eugen Radu; R. O’Shaughnessy; B. S. Sathyaprakash; Chris Van Den Broeck; Hans A. Winther; Helvi Witek; Mir Emad Aghili; Justin Alsing; B. Bolen; L. Bombelli; Sarah Caudill; Liang Chen; Juan Carlos Degollado; Ryuichi Fujita; Caixia Gao; Davide Gerosa; Saeed Kamali; Hector O. Silva; João G. Rosa; L. Sadeghian; Marco O. P. Sampaio; Hajime Sotani; Miguel Zilhão","2015","10.1088/0264-9381/32/24/243001","https://openalex.org/W2116923776","A1DEF-DUP-0051","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0024_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0054","PHASE2A1-SEARCH-0024","2026-07-31","OpenAlex","CISS - A Composite Indicator of Systemic Stress in the Financial System","Dániel Holló; Manfred Kremer; Marco Lo Duca","2012","10.2139/ssrn.1611717","https://openalex.org/W2162765294","A1DEF-DUP-0052","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0024_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0055","PHASE2A1-SEARCH-0024","2026-07-31","OpenAlex","Population differentiation as a test for selective sweeps","Hua Chen; Nick Patterson; David Reich","2010","10.1101/gr.100545.109","https://openalex.org/W2050340111","A1DEF-DUP-0053","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0024_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0056","PHASE2A1-SEARCH-0024","2026-07-31","OpenAlex","The Catechol-O-Methyltransferase Polymorphism: Relations to the Tonic–Phasic Dopamine Hypothesis and Neuropsychiatric Phenotypes","Robert M. Bilder; Jan Volavka; Herbert M. Lachman; Anthony A. Grace","2004","10.1038/sj.npp.1300542","https://openalex.org/W1997343027","A1DEF-DUP-0054","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0024_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0057","PHASE2A1-SEARCH-0024","2026-07-31","OpenAlex","A multiple testing correction method for genetic association studies using correlated single nucleotide polymorphisms","Xiaoyi Gao; Joshua Starmer; Eden R. Martin","2008","10.1002/gepi.20310","https://openalex.org/W2105673666","A1DEF-DUP-0055","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0024_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
