"unique_record_id","title","authors","year","doi_or_identifier","source_occurrence_count","workstream","candidate_gap_affected","methodological_family","likely_load_bearing","current_evidence_depth","full_text_access_status","screening_priority","final_disposition","exclusion_reason","evidence_location","notes"
"P2UT-0028","Robust Hypothesis Testing with Repeated Observations","Gökhan Gül","2017","10.1007/978-3-319-49286-5_5","1","C","GAP-01;GAP-03","robust_composite_testing","LOAD_BEARING","METADATA_OR_LEAD_ONLY","NOT_INSPECTED:paywalled_or_inaccessible","PRIORITY_1","FULL_TEXT_UNAVAILABLE","Full text unavailable after bounded DOI, publisher, recognised-repository and author-route checks; no repeated-observation guarantee encoded.","Springer chapter metadata only, pp. 81-98; no theorem inspected.","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0285. Query IDs=PHASE2-SEARCH-0032. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 closure: P0041 Section IV verifies a fixed-sample asymptotic extension, not this chapter's exact finite-sample content; see audit/phase2a1_priority18_closure.csv."
"P2UT-0029","Erratum to: Robust Hypothesis Testing with a Single Distance","Gökhan Gül","2017","10.1007/978-3-319-49286-5_9","1","C","none","correction_or_erratum","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0287. Query IDs=PHASE2-SEARCH-0032. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0030","The t-statistic under dynamic misspecification","Björn Schmolck","2000","10.1007/978-3-642-58324-7_2","1","D","GAP-01","model_misspecification_or_diagnostics","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=DCL0047. Query IDs=PHASE2-SEARCH-0104. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_SUPPORTING; original broader-review relevance preserved."
"P2UT-0031","Testing hypotheses on independent, not identically distributed models","Wolfgang Wefelmeyer","1987","10.1007/978-94-009-3963-9_20","1","C","GAP-01;GAP-03","fixed_block_heterogeneous_composite_testing","LOAD_BEARING","ABSTRACT_LEVEL","NOT_INSPECTED:paywalled_or_inaccessible","PRIORITY_1","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","Publisher-supplied abstract: asymptotic smoothness and an asymptotic power bound under contiguous alternatives; official author bibliography confirms pp. 547-564.","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0405. Query IDs=PHASE2-SEARCH-0062. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 closure: relevant to non-IID asymptotic theory only; no finite-sample guarantee or converse inferred. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0032","Large deviations in a linear model with nuisance parameters","A. V. Makshanov","1982","10.1007/bf01239998","1","C","GAP-01;GAP-03","nuisance_parameter_methods","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0246. Query IDs=PHASE2-SEARCH-0030. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0033","Eliminating nuisance parameters: two characterizations","Patrizia Berti; Lorenzo Fattorini; Pietro Rigo","2000","10.1007/bf02595855","1","C","GAP-01;GAP-03","nuisance_parameter_methods","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0525. Query IDs=PHASE2-SEARCH-0064. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0034","Rank tests in heteroscedastic linear model with nuisance parameters","Jana Jurečková; Radim Navrátil","2013","10.1007/s00184-013-0447-7","1","C","GAP-01;GAP-03","fixed_sample_nuisance_parameter_testing","POTENTIALLY_LOAD_BEARING","ABSTRACT_LEVEL","NOT_INSPECTED:paywalled_or_inaccessible","PRIORITY_2","FULL_TEXT_UNAVAILABLE","Full text unavailable after bounded publisher, author and recognised-repository checks; no finite-sample, uniform or minimax claim encoded.","Publisher-supplied abstract only: ancillary-statistic rank tests in heteroscedastic linear regression, with simulations/application; no theorem inspected.","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0235. Query IDs=PHASE2-SEARCH-0030. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 closure: at most a narrow nuisance-elimination construction until primary text is inspected."
"P2UT-0035","Comprehensive assessment of measurement uncertainty in 13C-based metabolic flux experiments","Teresa Mairinger; Wolfhard Wegscheider; David A. Peña; Matthias G. Steiger; Gunda Koellensperger; Jürgen Zanghellini; Stephan Hann","2018","10.1007/s00216-018-1017-7","2","A;B","GAP-01","metabolic_model_or_mechanism_analysis","SUPPORTING","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=A0165;ROOT-D0012. Query IDs=PHASE2-SEARCH-0009;PHASE2-SEARCH-0013. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_SUPPORTING; original broader-review relevance preserved."
"P2UT-0036","Admissibility and linear sufficiency in linear model with nuisance parameters","Augustyn Markiewicz; Simo Puntanen","2009","10.1007/s00362-009-0256-2","1","C","GAP-01;GAP-03","nuisance_parameter_methods","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0244. Query IDs=PHASE2-SEARCH-0030. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0037","Combining flux balance analysis and model checking for metabolic network validation and analysis","Roberto Pagliarini; Mara Sangiovanni; Adriano Peron; Diego di Bernardo","2014","10.1007/s11047-014-9419-8","1","D","GAP-01","metabolic_model_validation_or_discrimination","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=DCL0032. Query IDs=PHASE2-SEARCH-0104. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_SUPPORTING; original broader-review relevance preserved."
"P2UT-0038","Optimal Bayesian design for model discrimination via classification","Markus Hainy; David J. Price; Olivier Restif; Christopher Drovandi","2022","10.1007/s11222-022-10078-2","1","C","GAP-01","experimental_design_for_model_discrimination","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0086. Query IDs=PHASE2-SEARCH-0024. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0039","Robust experiment design via maximin optimization","","","10.1016/0025-5564(88)90097-1","1","A","none","robust_experimental_design","SUPPORTING","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=AC0235. Query IDs=PHASE2-SEARCH-0056. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_SUPPORTING; original broader-review relevance preserved."
"P2UT-0040","Development of a holistic Python package for optimal selection of experimental design criteria in kinetic model discrimination","Maerthe Theresa Tillmann; Federico Galvanin","2023","10.1016/b978-0-443-15274-0.50100-1","1","C","GAP-01","experimental_design_for_model_discrimination","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0035. Query IDs=PHASE2-SEARCH-0022. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0041","Optimal input design for model discrimination using Pontryagin’s maximum principle: Application to kinetic model structures","Karel J. Keesman; Eric Walter","2014","10.1016/j.automatica.2014.03.022","1","C","GAP-01","experimental_design_for_model_discrimination","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0042. Query IDs=PHASE2-SEARCH-0022. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0042","Sequential experimental design for model discrimination","Marcio Schwaab; José Luiz Monteiro; José Carlos Pinto","2008","10.1016/j.ces.2008.01.032","1","C","GAP-01","experimental_design_for_model_discrimination","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0248. Query IDs=PHASE2-SEARCH-0030. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
